FUND_ID,FUND_NAME,PARENT_COMPANY_ID,PARENT_COMPANY_NAME,FUND_CLASSIFICATION,CONTROLLING_CORPORATION,MANAGING_CORPORATION,REPORT_PERIOD,INCEPTION_DATE,DEPOSITS,WITHDRAWLS,INTERNAL_TRANSFERS,NET_MONTHLY_DEPOSITS,TOTAL_ASSETS,AVG_ANNUAL_MANAGEMENT_FEE,AVG_DEPOSIT_FEE,MONTHLY_YIELD,YEAR_TO_DATE_YIELD,ACTUARIAL_ADJUSTMENT,YIELD_TRAILING_3_YRS,YIELD_TRAILING_5_YRS,AVG_ANNUAL_YIELD_TRAILING_3YRS,AVG_ANNUAL_YIELD_TRAILING_5YRS,STANDARD_DEVIATION,ALPHA,SHARPE_RATIO,LIQUID_ASSETS_PERCENT,STOCK_MARKET_EXPOSURE,FOREIGN_EXPOSURE,FOREIGN_CURRENCY_EXPOSURE,MANAGING_CORPORATION_LEGAL_ID,CURRENT_DATE
1560,"איילון מיטב פנסיה מקיפה פאסיבי- מדדי אג""ח עד 25% במדדי מניות",163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201711,31/12/2015,0.02,0,0,0.02,1.08,0.27,2.64,0.58,4.49,,,,,,,,,97.2,0.16,0.18,0.13,512065202,06/08/2018
1560,"איילון מיטב פנסיה מקיפה פאסיבי- מדדי אג""ח עד 25% במדדי מניות",163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201712,31/12/2015,0.02,0,0,0.02,1.11,0.27,2.64,0.33,4.84,-0.04,,,,,,,,97.2,0.17,0.18,0.13,512065202,06/08/2018
1589,איילון מיטב פנסיה מקיפה פאסיבי- מדדי מניות,163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201701,31/12/2015,0.11,0,0.28,0.39,4.61,0.27,2.64,-0.62,-0.62,,,,,,,,,97.3,3.08,1.69,1.05,512065202,06/08/2018
1589,איילון מיטב פנסיה מקיפה פאסיבי- מדדי מניות,163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201702,31/12/2015,0.1,0.01,0,0.09,4.76,0.27,2.64,0.94,0.31,,,,,,,,,97.1,3.14,1.74,1.11,512065202,06/08/2018
1589,איילון מיטב פנסיה מקיפה פאסיבי- מדדי מניות,163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201703,31/12/2015,0.1,0,0.09,0.19,4.96,0.27,2.64,0.02,0.33,-0.04,,,,,,,,97.2,3.32,1.84,1.18,512065202,06/08/2018
1589,איילון מיטב פנסיה מקיפה פאסיבי- מדדי מניות,163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201704,31/12/2015,0.11,0.01,0.28,0.38,5.39,0.27,2.64,1.1,1.44,,,,,,,,,97.2,3.57,1.97,1.26,512065202,06/08/2018
1589,איילון מיטב פנסיה מקיפה פאסיבי- מדדי מניות,163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201705,31/12/2015,0.14,0.01,0.28,0.41,5.87,0.27,2.64,1.41,2.87,,,,,,,,,97.3,3.92,2.16,1.39,512065202,06/08/2018
1589,איילון מיטב פנסיה מקיפה פאסיבי- מדדי מניות,163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201706,31/12/2015,0.22,0,0.59,0.81,6.67,0.27,2.64,-0.22,2.64,0.15,,,,,,,,97.4,4.5,2.47,1.58,512065202,06/08/2018
1589,איילון מיטב פנסיה מקיפה פאסיבי- מדדי מניות,163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201707,31/12/2015,0.49,0.01,1.04,1.52,8.29,0.27,2.64,1.26,3.94,,,,,,,,,97.7,5.56,3.08,2.1,512065202,06/08/2018
1589,איילון מיטב פנסיה מקיפה פאסיבי- מדדי מניות,163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201708,31/12/2015,0.25,0.01,0.63,0.87,9.13,0.27,2.64,-0.39,3.53,,,,,,,,,97.4,6.09,3.37,2.3,512065202,06/08/2018
1589,איילון מיטב פנסיה מקיפה פאסיבי- מדדי מניות,163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201709,31/12/2015,0.2,0.01,0.86,1.05,10.25,0.27,2.64,0.77,4.33,0.42,,,,,,,,97.6,6.83,3.77,2.56,512065202,06/08/2018
1589,איילון מיטב פנסיה מקיפה פאסיבי- מדדי מניות,163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201710,31/12/2015,0.4,0.01,0.27,0.66,11.13,0.27,2.64,2.13,6.55,,,,,,,,,97.4,7.46,4.11,2.8,512065202,06/08/2018
1589,איילון מיטב פנסיה מקיפה פאסיבי- מדדי מניות,163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201711,31/12/2015,0.23,0.01,0.36,0.58,11.82,0.27,2.64,0.91,7.52,,,,,,,,,97.3,7.89,4.33,2.94,512065202,06/08/2018
1589,איילון מיטב פנסיה מקיפה פאסיבי- מדדי מניות,163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201712,31/12/2015,0.45,0.05,0.44,0.84,12.78,0.27,2.64,1.07,8.67,-0.04,,,,,,,,97.3,8.47,4.66,3.18,512065202,06/08/2018
1608,מנורה מבטחים משלימה - יעד לפרישה 2020,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201701,31/12/2015,3.46,0.76,0.05,2.75,180.58,0.58,,0.12,0.12,,,,,,,,,87.2,17.38,31.15,26.14,512245812,06/08/2018
1608,מנורה מבטחים משלימה - יעד לפרישה 2020,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201702,31/12/2015,1.96,0.74,-0.16,1.06,181.68,0.58,,-0.05,0.07,,,,,,,,,87.2,17.69,30.99,26.4,512245812,06/08/2018
1608,מנורה מבטחים משלימה - יעד לפרישה 2020,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201703,31/12/2015,2.07,0.56,-1.05,0.46,181.66,0.58,,0.23,0.3,-0.04,,,,,,,,87.1,17.71,32.88,28.66,512245812,06/08/2018
1608,מנורה מבטחים משלימה - יעד לפרישה 2020,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201704,31/12/2015,1.21,2.69,-0.95,-2.43,181.36,0.58,,0.87,1.17,,,,,,,,,87,18.6,33.85,27.7,512245812,06/08/2018
1608,מנורה מבטחים משלימה - יעד לפרישה 2020,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201705,31/12/2015,2.22,1.08,0.06,1.2,182.82,0.58,,0.53,1.71,,,,,,,,,87.2,18.76,33.48,27.92,512245812,06/08/2018
1608,מנורה מבטחים משלימה - יעד לפרישה 2020,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201706,31/12/2015,2.23,2.2,-0.6,-0.57,182.53,0.58,,-0.36,1.34,-0.09,,,,,,,,87.2,18.58,32.63,27.26,512245812,06/08/2018
1608,מנורה מבטחים משלימה - יעד לפרישה 2020,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201707,31/12/2015,2.68,1.32,-0.16,1.2,183.12,0.58,,0.78,2.13,,,,,,,,,87.1,19.12,33.85,27.68,512245812,06/08/2018
1608,מנורה מבטחים משלימה - יעד לפרישה 2020,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201708,31/12/2015,3.17,2.99,0.59,0.77,185.56,0.58,,0.6,2.75,,,,,,,,,87.3,19.12,34.37,28,512245812,06/08/2018
1608,מנורה מבטחים משלימה - יעד לפרישה 2020,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201709,31/12/2015,1.5,2.53,-0.76,-1.79,183.98,0.58,,0.08,2.83,-0.11,,,,,,,,87,19.58,33.05,27.87,512245812,06/08/2018
1608,מנורה מבטחים משלימה - יעד לפרישה 2020,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201710,31/12/2015,2.45,1.7,0.77,1.52,187.33,0.58,,0.5,3.34,,,,,,,,,87,20.12,35.91,29.46,512245812,06/08/2018
1608,מנורה מבטחים משלימה - יעד לפרישה 2020,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201711,31/12/2015,2.05,1.05,-0.26,0.74,187.54,0.58,,0.53,3.89,,,,,,,,,86.9,20.71,35.88,29.78,512245812,06/08/2018
1608,מנורה מבטחים משלימה - יעד לפרישה 2020,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201712,31/12/2015,1.89,2.35,0.16,-0.3,188.69,0.58,,0.34,4.24,-0.27,,,,,,,,87.2,20.74,35.13,28.21,512245812,06/08/2018
1609,מנורה מבטחים משלימה - יעד לפרישה 2025,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201701,31/12/2015,3.24,0.49,0.29,3.04,136.92,0.58,,0.09,0.09,,,,,,,,,86.6,27.04,32.92,27.46,512245812,06/08/2018
1609,מנורה מבטחים משלימה - יעד לפרישה 2025,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201702,31/12/2015,1.42,0.39,-0.26,0.77,137.89,0.58,,0.08,0.17,,,,,,,,,86.7,27.09,32.24,27.53,512245812,06/08/2018
1609,מנורה מבטחים משלימה - יעד לפרישה 2025,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201703,31/12/2015,2.21,0.38,-0.94,0.89,139.23,0.58,,0.3,0.47,-0.04,,,,,,,,86.9,27.11,32.17,27.65,512245812,06/08/2018
1609,מנורה מבטחים משלימה - יעד לפרישה 2025,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201704,31/12/2015,1.54,1.46,-0.06,0.02,140.75,0.58,,0.94,1.42,,,,,,,,,87,28.38,32.69,27.78,512245812,06/08/2018
1609,מנורה מבטחים משלימה - יעד לפרישה 2025,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201705,31/12/2015,2.05,0.27,-0.07,1.71,143.36,0.58,,0.62,2.04,,,,,,,,,87.2,28.62,32.41,27.96,512245812,06/08/2018
1609,מנורה מבטחים משלימה - יעד לפרישה 2025,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201706,31/12/2015,2.13,0.35,-0.92,0.86,143.71,0.58,,-0.41,1.63,-0.09,,,,,,,,87.3,28.58,31.12,28.23,512245812,06/08/2018
1609,מנורה מבטחים משלימה - יעד לפרישה 2025,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201707,31/12/2015,3.2,0.27,0.01,2.94,147.98,0.58,,1.06,2.7,,,,,,,,,87.4,29.26,33.24,29.14,512245812,06/08/2018
1609,מנורה מבטחים משלימה - יעד לפרישה 2025,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201708,31/12/2015,3.99,0.44,0.4,3.95,152.01,0.58,,0.71,3.43,,,,,,,,,87.5,30.43,35.38,30.67,512245812,06/08/2018
1609,מנורה מבטחים משלימה - יעד לפרישה 2025,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201709,31/12/2015,2.12,0.34,0.5,2.28,154.3,0.58,,0.16,3.6,-0.11,,,,,,,,87.5,31.37,33.55,30.88,512245812,06/08/2018
1609,מנורה מבטחים משלימה - יעד לפרישה 2025,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201710,31/12/2015,2.82,0.37,0.14,2.59,158.08,0.58,,0.69,4.31,,,,,,,,,87.3,32.23,38.23,33.09,512245812,06/08/2018
1609,מנורה מבטחים משלימה - יעד לפרישה 2025,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201711,31/12/2015,2.26,0.41,0.25,2.1,160.94,0.58,,0.62,4.96,,,,,,,,,87.3,33.2,39.03,34.15,512245812,06/08/2018
1609,מנורה מבטחים משלימה - יעד לפרישה 2025,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201712,31/12/2015,2.53,0.43,-1.17,0.93,162.62,0.58,,0.53,5.52,-0.27,,,,,,,,87.1,33.37,38.5,30.8,512245812,06/08/2018
1619,מנורה מבטחים משלימה - יעד לפרישה 2030,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201701,31/12/2015,4.09,0.61,-0.09,3.39,164.1,0.58,,0.17,0.17,,,,,,,,,84.7,48.81,49.65,32.64,512245812,06/08/2018
1619,מנורה מבטחים משלימה - יעד לפרישה 2030,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201702,31/12/2015,1.88,0.49,0.75,2.14,166.94,0.58,,0.37,0.54,,,,,,,,,85,48.8,48.49,33.07,512245812,06/08/2018
1619,מנורה מבטחים משלימה - יעד לפרישה 2030,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201703,31/12/2015,2.99,0.44,-0.7,1.85,169.69,0.58,,0.45,0.99,-0.04,,,,,,,,84.9,50.72,50.63,35.7,512245812,06/08/2018
1619,מנורה מבטחים משלימה - יעד לפרישה 2030,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201704,31/12/2015,2.19,2.06,0.62,0.75,172.27,0.58,,1,2,,,,,,,,,85.1,51.84,51.14,33.96,512245812,06/08/2018
1619,מנורה מבטחים משלימה - יעד לפרישה 2030,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201705,31/12/2015,2.61,0.38,-0.38,1.85,175.41,0.58,,0.73,2.75,,,,,,,,,85.4,52.28,50.78,34.42,512245812,06/08/2018
1619,מנורה מבטחים משלימה - יעד לפרישה 2030,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201706,31/12/2015,2.86,0.92,-1.08,0.86,175.85,0.58,,-0.28,2.46,-0.09,,,,,,,,85.3,52.55,49.53,35.1,512245812,06/08/2018
1619,מנורה מבטחים משלימה - יעד לפרישה 2030,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201707,31/12/2015,4.03,0.43,-0.58,3.02,180.71,0.58,,1.15,3.64,,,,,,,,,85.5,53.71,53.07,35.65,512245812,06/08/2018
1619,מנורה מבטחים משלימה - יעד לפרישה 2030,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201708,31/12/2015,5.39,0.56,0.02,4.85,185.49,0.58,,0.69,4.35,,,,,,,,,85.4,55.68,56.51,37.74,512245812,06/08/2018
1619,מנורה מבטחים משלימה - יעד לפרישה 2030,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201709,31/12/2015,3.03,0.51,0.98,3.5,189.52,0.58,,0.41,4.78,-0.11,,,,,,,,85.6,57.42,53.16,38.03,512245812,06/08/2018
1619,מנורה מבטחים משלימה - יעד לפרישה 2030,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201710,31/12/2015,3.05,0.53,-0.28,2.24,193.36,0.58,,0.9,5.72,,,,,,,,,85.2,58.98,60.48,40.77,512245812,06/08/2018
1619,מנורה מבטחים משלימה - יעד לפרישה 2030,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201711,31/12/2015,3.31,0.57,0.59,3.33,197.83,0.58,,0.7,6.46,,,,,,,,,85.3,60.75,61.6,42.1,512245812,06/08/2018
1619,מנורה מבטחים משלימה - יעד לפרישה 2030,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201712,31/12/2015,3.52,0.8,-0.11,2.61,201.85,0.58,,0.68,7.19,-0.27,,,,,,,,85.3,61,60.8,40.2,512245812,06/08/2018
1638,מנורה מבטחים משלימה - יעד לפרישה 2035,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201701,31/12/2015,5.72,0.82,-1.03,3.87,223.93,0.58,,0.17,0.17,,,,,,,,,83.6,88.88,82.34,50.55,512245812,06/08/2018
1638,מנורה מבטחים משלימה - יעד לפרישה 2035,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201702,31/12/2015,3.76,0.73,-0.11,2.92,228.42,0.58,,0.64,0.81,,,,,,,,,83.9,89.11,80.27,44.57,512245812,06/08/2018
1638,מנורה מבטחים משלימה - יעד לפרישה 2035,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201703,31/12/2015,4.31,0.55,-0.72,3.04,232.87,0.58,,0.53,1.35,-0.04,,,,,,,,83.9,92.35,83.42,48.17,512245812,06/08/2018
1638,מנורה מבטחים משלימה - יעד לפרישה 2035,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201704,31/12/2015,3.24,2.87,0.05,0.42,235.9,0.58,,1.05,2.41,,,,,,,,,84.2,93.85,84.06,46.61,512245812,06/08/2018
1638,מנורה מבטחים משלימה - יעד לפרישה 2035,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201705,31/12/2015,4.12,0.53,-0.29,3.3,241.18,0.58,,0.82,3.25,,,,,,,,,84.6,95.65,84.55,48.28,512245812,06/08/2018
1638,מנורה מבטחים משלימה - יעד לפרישה 2035,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201706,31/12/2015,3.91,0.59,0.31,3.63,244.45,0.58,,-0.19,3.05,-0.09,,,,,,,,84.6,97.12,82.29,48.92,512245812,06/08/2018
1638,מנורה מבטחים משלימה - יעד לפרישה 2035,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201707,31/12/2015,5.77,0.51,-0.16,5.1,252.21,0.58,,1.19,4.28,,,,,,,,,84.9,99.2,88.84,49.81,512245812,06/08/2018
1638,מנורה מבטחים משלימה - יעד לפרישה 2035,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201708,31/12/2015,7.44,0.71,0.06,6.79,259,0.58,,0.65,4.96,,,,,,,,,84.6,103.55,95.1,53.2,512245812,06/08/2018
1638,מנורה מבטחים משלימה - יעד לפרישה 2035,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201709,31/12/2015,4.49,0.61,0.54,4.42,264.82,0.58,,0.66,5.65,-0.11,,,,,,,,84.8,106.81,88.64,53.43,512245812,06/08/2018
1638,מנורה מבטחים משלימה - יעד לפרישה 2035,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201710,31/12/2015,3.97,0.68,1.44,4.73,272.56,0.58,,1.08,6.79,,,,,,,,,84.7,109.71,101.12,57.1,512245812,06/08/2018
1638,מנורה מבטחים משלימה - יעד לפרישה 2035,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201711,31/12/2015,4.62,0.56,-0.24,3.82,278.03,0.58,,0.75,7.59,,,,,,,,,84.6,113.01,103.86,60.09,512245812,06/08/2018
