   ,FUND_ID,FUND_NAME,PARENT_COMPANY_ID,PARENT_COMPANY_NAME,FUND_CLASSIFICATION,CONTROLLING_CORPORATION,MANAGING_CORPORATION,REPORT_PERIOD,INCEPTION_DATE,DEPOSITS,WITHDRAWLS,INTERNAL_TRANSFERS,NET_MONTHLY_DEPOSITS,TOTAL_ASSETS,AVG_ANNUAL_MANAGEMENT_FEE,AVG_DEPOSIT_FEE,MONTHLY_YIELD,YEAR_TO_DATE_YIELD,ACTUARIAL_ADJUSTMENT,YIELD_TRAILING_3_YRS,YIELD_TRAILING_5_YRS,AVG_ANNUAL_YIELD_TRAILING_3YRS,AVG_ANNUAL_YIELD_TRAILING_5YRS,STANDARD_DEVIATION,ALPHA,SHARPE_RATIO,LIQUID_ASSETS_PERCENT,STOCK_MARKET_EXPOSURE,FOREIGN_EXPOSURE,FOREIGN_CURRENCY_EXPOSURE,MANAGING_CORPORATION_LEGAL_ID,CURRENT_DATE
11,1560,"איילון מיטב פנסיה מקיפה פאסיבי- מדדי אג""ח עד 25% במדדי מניות",163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201812,31/12/2015,0.01,0,-0.07,-0.06,2.04,,,-1.22,,-0.06,8.6,,2.79,,,,,97,0.31,0.38,0.25,512065202,29/05/2019
12,1589,איילון מיטב פנסיה מקיפה פאסיבי- מדדי מניות,163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201801,31/12/2015,0.44,0.01,1.48,1.91,15.05,,,2.75,2.75,,,,,,,,,97.6,9.62,5.24,3.06,512065202,29/05/2019
13,1589,איילון מיטב פנסיה מקיפה פאסיבי- מדדי מניות,163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201802,31/12/2015,0.3,0,0.25,0.55,15.36,,,-1.89,0.81,,,,,,,,,97.3,10.21,5.63,3.27,512065202,29/05/2019
14,1589,איילון מיטב פנסיה מקיפה פאסיבי- מדדי מניות,163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201803,31/12/2015,0.24,0,1.13,1.37,16.35,,,-2.36,-1.57,-0.09,,,,,,,,97.3,10.87,5.99,3.52,512065202,29/05/2019
15,1589,איילון מיטב פנסיה מקיפה פאסיבי- מדדי מניות,163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201804,31/12/2015,0.56,0,1.13,1.69,18.4,,,2.12,0.52,,,,,,,,,97.4,12.26,6.82,4,512065202,29/05/2019
16,1589,איילון מיטב פנסיה מקיפה פאסיבי- מדדי מניות,163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201805,31/12/2015,0.48,0.05,0.22,0.65,19.2,,,0.8,1.32,,,,,,,,,97.2,12.78,7.04,4.13,512065202,29/05/2019
17,1589,איילון מיטב פנסיה מקיפה פאסיבי- מדדי מניות,163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201806,31/12/2015,0.97,0.01,1.24,2.2,21.39,,,0.05,1.37,,,,,,,,,97.4,14.15,7.77,4.55,512065202,29/05/2019
18,1589,איילון מיטב פנסיה מקיפה פאסיבי- מדדי מניות,163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201807,31/12/2015,0.46,0.04,0.42,0.84,22.82,,,2.7,4.11,,,,,,,,,97.3,15.08,8.3,4.88,512065202,29/05/2019
19,1589,איילון מיטב פנסיה מקיפה פאסיבי- מדדי מניות,163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201809,31/12/2015,0.36,0.01,-0.09,0.26,24.44,,,0.09,,0.08,,,,,,,,97.1,16.21,9.01,5.27,512065202,29/05/2019
20,1589,איילון מיטב פנסיה מקיפה פאסיבי- מדדי מניות,163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201810,31/12/2015,0.72,0.07,0.75,1.4,25.09,,,-2.97,,,,,,,,,,97.2,16.76,9.29,5.4,512065202,29/05/2019
21,1589,איילון מיטב פנסיה מקיפה פאסיבי- מדדי מניות,163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201811,31/12/2015,0.45,0.01,1.17,1.61,27,,,1.21,,,,,,,,,,97.3,18.03,9.96,5.86,512065202,29/05/2019
22,1589,איילון מיטב פנסיה מקיפה פאסיבי- מדדי מניות,163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201812,31/12/2015,0.55,0.01,1.95,2.49,28.02,,,-5.27,,-0.06,10.2,,3.29,,,,,97.2,18.72,10.35,6.05,512065202,29/05/2019
23,1608,מנורה מבטחים משלימה - יעד לפרישה 2020,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201801,31/12/2015,4.89,1.89,0.38,3.38,193.43,0.57,1.56,0.81,0.81,,,,,,,,,86.4,39.3,51.12,29.42,512245812,29/05/2019
24,1608,מנורה מבטחים משלימה - יעד לפרישה 2020,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201802,31/12/2015,6.22,1.5,-0.06,4.66,197.65,0.57,1.56,-0.8,0,,,,,,,,,86.5,39.58,53.77,30.09,512245812,29/05/2019
25,1608,מנורה מבטחים משלימה - יעד לפרישה 2020,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201803,31/12/2015,2.18,2.8,-0.75,-1.37,195.94,0.57,1.56,-0.18,-0.18,0.02,,,,,,,,85.9,37.71,55.2,29.08,512245812,29/05/2019
26,1608,מנורה מבטחים משלימה - יעד לפרישה 2020,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201804,31/12/2015,2.72,2.29,0.02,0.45,198.64,0.57,1.56,0.54,0.36,,,,,,,,,85.8,39.54,56.67,29.57,512245812,29/05/2019
27,1608,מנורה מבטחים משלימה - יעד לפרישה 2020,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201805,31/12/2015,1.72,1.87,-1.64,-1.79,196.37,0.57,1.56,-0.2,0.16,,,,,,,,,85.4,39.6,57.26,31.22,512245812,29/05/2019
28,1608,מנורה מבטחים משלימה - יעד לפרישה 2020,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201806,31/12/2015,2.26,1.59,-0.36,0.31,196.58,0.57,1.56,-0.17,-0.01,-0.14,,,,,,,,85.1,39.14,57.83,33.02,512245812,29/05/2019
29,1608,מנורה מבטחים משלימה - יעד לפרישה 2020,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201807,31/12/2015,2.27,2.75,-0.83,-1.31,193.59,0.57,1.56,0.95,0.94,,,,,,,,,84.8,40.44,59.11,33.93,512245812,29/05/2019
30,1608,מנורה מבטחים משלימה - יעד לפרישה 2020,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201808,31/12/2015,2.61,2.12,0.05,0.54,197.45,0.57,1.56,0.65,1.6,,,,,,,,,85.1,40.97,58.16,32.89,512245812,29/05/2019
31,1608,מנורה מבטחים משלימה - יעד לפרישה 2020,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201809,31/12/2015,1.46,1.6,-0.64,-0.78,196.3,0.57,1.56,0.04,1.64,0.12,,,,,,,,84.9,40.73,58.39,33.73,512245812,29/05/2019
32,1608,מנורה מבטחים משלימה - יעד לפרישה 2020,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201810,31/12/2015,3.56,1.51,-1.55,0.5,193.04,0.57,1.56,-1.25,0.37,,,,,,,,,84.2,37.1,56.13,30.87,512245812,29/05/2019
33,1608,מנורה מבטחים משלימה - יעד לפרישה 2020,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201811,31/12/2015,3.13,1.79,0.25,1.59,194.62,0.57,1.56,0.1,0.47,,,,,,,,,83.9,39.63,58.82,31.9,512245812,29/05/2019
34,1608,מנורה מבטחים משלימה - יעד לפרישה 2020,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201812,31/12/2015,2.18,1.8,-0.69,-0.31,191.13,0.57,1.56,-1.96,-1.5,-0.02,,,,,,,,84,38.24,55.95,29.86,512245812,29/05/2019
35,1609,מנורה מבטחים משלימה - יעד לפרישה 2025,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201801,31/12/2015,2.91,0.41,0.5,3,167.14,0.57,1.56,1.06,1.06,,,,,,,,,86.6,43.11,46.42,25.33,512245812,29/05/2019
36,1609,מנורה מבטחים משלימה - יעד לפרישה 2025,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201802,31/12/2015,2.67,0.33,-0.38,1.96,167.52,0.57,1.56,-0.94,0.11,,,,,,,,,86.5,42.74,49.08,24.72,512245812,29/05/2019
37,1609,מנורה מבטחים משלימה - יעד לפרישה 2025,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201803,31/12/2015,2.76,0.47,-1.67,0.62,167.66,0.57,1.56,-0.23,-0.12,0.02,,,,,,,,86.2,40.76,49.36,25.24,512245812,29/05/2019
38,1609,מנורה מבטחים משלימה - יעד לפרישה 2025,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201804,31/12/2015,2.64,1.34,0.76,2.06,172.46,0.57,1.56,0.55,0.43,,,,,,,,,86.1,42.72,51.2,25.92,512245812,29/05/2019
39,1609,מנורה מבטחים משלימה - יעד לפרישה 2025,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201805,31/12/2015,2.14,0.39,0.05,1.8,174.02,0.57,1.56,-0.04,0.39,,,,,,,,,86,42.78,51.72,27.41,512245812,29/05/2019
40,1609,מנורה מבטחים משלימה - יעד לפרישה 2025,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201806,31/12/2015,2.15,0.37,0.18,1.96,175.59,0.57,1.56,-0.23,0.16,-0.14,,,,,,,,85.7,42.29,52.25,28.74,512245812,29/05/2019
41,1609,מנורה מבטחים משלימה - יעד לפרישה 2025,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201807,31/12/2015,3.12,0.62,0.08,2.58,177.2,0.57,1.56,1.04,1.2,,,,,,,,,85.5,44.92,54.93,31.03,512245812,29/05/2019
42,1609,מנורה מבטחים משלימה - יעד לפרישה 2025,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201808,31/12/2015,2.14,0.77,-0.43,0.94,180.07,0.57,1.56,0.79,2,,,,,,,,,85.6,45.82,54.1,30.31,512245812,29/05/2019
43,1609,מנורה מבטחים משלימה - יעד לפרישה 2025,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201809,31/12/2015,1.81,0.45,-0.23,1.13,181.63,0.57,1.56,0.02,2.02,0.12,,,,,,,,85.6,45.55,54.29,31.04,512245812,29/05/2019
44,1609,מנורה מבטחים משלימה - יעד לפרישה 2025,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201810,31/12/2015,4.37,0.54,-0.02,3.81,181.47,0.57,1.56,-1.47,0.52,,,,,,,,,85,45.53,55.64,31.38,512245812,29/05/2019
45,1609,מנורה מבטחים משלימה - יעד לפרישה 2025,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201811,31/12/2015,2.96,0.4,-0.31,2.25,183.83,0.57,1.56,0.24,0.76,,,,,,,,,84.6,48.31,58.46,32.92,512245812,29/05/2019
46,1609,מנורה מבטחים משלימה - יעד לפרישה 2025,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201812,31/12/2015,3.17,0.39,-0.83,1.95,181.86,0.57,1.56,-2.21,-1.47,-0.02,,,,,,,,84.5,46.05,55.99,31.41,512245812,29/05/2019
47,1619,מנורה מבטחים משלימה - יעד לפרישה 2030,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201801,31/12/2015,3.77,0.47,0.77,4.07,208.41,0.57,1.56,1.37,1.37,,,,,,,,,85.2,63.44,66.57,42.22,512245812,29/05/2019
48,1619,מנורה מבטחים משלימה - יעד לפרישה 2030,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201802,31/12/2015,2.98,0.55,0.17,2.6,208.96,0.57,1.56,-0.93,0.43,,,,,,,,,85.2,62.89,69.59,43.19,512245812,29/05/2019
49,1619,מנורה מבטחים משלימה - יעד לפרישה 2030,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201803,31/12/2015,3.99,0.67,-1.32,2,210.21,0.57,1.56,-0.29,0.14,0.02,,,,,,,,84.9,61.01,70.56,44.59,512245812,29/05/2019
50,1619,מנורה מבטחים משלימה - יעד לפרישה 2030,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201804,31/12/2015,3.3,2.23,0.15,1.22,215.39,0.57,1.56,0.76,0.9,,,,,,,,,84.7,63.94,73.19,45.83,512245812,29/05/2019
51,1619,מנורה מבטחים משלימה - יעד לפרישה 2030,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201805,31/12/2015,3.09,0.54,0.53,3.08,218.22,0.57,1.56,-0.01,0.89,,,,,,,,,84.7,64.03,73.86,47.8,512245812,29/05/2019
52,1619,מנורה מבטחים משלימה - יעד לפרישה 2030,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201806,31/12/2015,2.92,0.45,0.41,2.88,220.72,0.57,1.56,-0.16,0.73,-0.14,,,,,,,,84.4,63.29,74.6,49.4,512245812,29/05/2019
53,1619,מנורה מבטחים משלימה - יעד לפרישה 2030,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201807,31/12/2015,4.66,0.79,0.04,3.91,224.06,0.57,1.56,1.24,1.97,,,,,,,,,84.3,67.84,78.27,52.39,512245812,29/05/2019
54,1619,מנורה מבטחים משלימה - יעד לפרישה 2030,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201808,31/12/2015,3.22,1.03,0.1,2.29,228.81,0.57,1.56,0.87,2.86,,,,,,,,,84.4,69.25,77.49,51.88,512245812,29/05/2019
55,1619,מנורה מבטחים משלימה - יעד לפרישה 2030,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201809,31/12/2015,2.58,0.62,-0.02,1.94,231.29,0.57,1.56,0,2.86,0.12,,,,,,,,84.4,68.85,77.76,52.77,512245812,29/05/2019
56,1619,מנורה מבטחים משלימה - יעד לפרישה 2030,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201810,31/12/2015,5.93,0.52,-0.47,4.94,230.98,0.57,1.56,-1.52,1.3,,,,,,,,,83.9,67.47,78.7,52.68,512245812,29/05/2019
57,1619,מנורה מבטחים משלימה - יעד לפרישה 2030,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201811,31/12/2015,3.39,0.71,-0.4,2.28,233.62,0.57,1.56,0.36,1.66,,,,,,,,,83.6,69.98,80.99,53.75,512245812,29/05/2019
58,1619,מנורה מבטחים משלימה - יעד לפרישה 2030,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201812,31/12/2015,3.62,0.65,-0.82,2.15,230.16,0.57,1.56,-2.43,-0.81,-0.02,,,,,,,,83.3,67.88,79.44,53.51,512245812,29/05/2019
59,1638,מנורה מבטחים משלימה - יעד לפרישה 2035,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201801,31/12/2015,5.61,1.11,0.93,5.43,294.39,0.57,1.56,1.79,1.79,,,,,,,,,84.7,119.52,111.29,59.4,512245812,29/05/2019
60,1638,מנורה מבטחים משלימה - יעד לפרישה 2035,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201802,31/12/2015,4.26,0.77,0.08,3.57,294.44,0.57,1.56,-1.17,0.6,,,,,,,,,84.7,118.48,116.38,60.45,512245812,29/05/2019
61,1638,מנורה מבטחים משלימה - יעד לפרישה 2035,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201803,31/12/2015,5.78,0.75,-1.31,3.72,296.35,0.57,1.56,-0.55,0.05,0.02,,,,,,,,84.6,114.23,116.24,61.38,512245812,29/05/2019
62,1638,מנורה מבטחים משלימה - יעד לפרישה 2035,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201804,31/12/2015,4.65,3.1,1.7,3.25,305.21,0.57,1.56,0.86,0.91,,,,,,,,,84.4,121.14,120.81,63.48,512245812,29/05/2019
63,1638,מנורה מבטחים משלימה - יעד לפרישה 2035,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201805,31/12/2015,4.47,0.6,0.02,3.89,309.1,0.57,1.56,0.1,1.01,,,,,,,,,84.5,121.3,121.57,66.49,512245812,29/05/2019
64,1638,מנורה מבטחים משלימה - יעד לפרישה 2035,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201806,31/12/2015,4.19,0.66,-0.89,2.64,310.8,0.57,1.56,-0.34,0.66,-0.14,,,,,,,,84.2,119.91,122.76,68.36,512245812,29/05/2019
65,1638,מנורה מבטחים משלימה - יעד לפרישה 2035,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201807,31/12/2015,6.18,1.07,1.12,6.23,317.11,0.57,1.56,1.52,2.19,,,,,,,,,84.1,127.43,129.84,74.98,512245812,29/05/2019
66,1638,מנורה מבטחים משלימה - יעד לפרישה 2035,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201808,31/12/2015,4.3,1.28,-0.82,2.2,323.56,0.57,1.56,1.15,3.37,,,,,,,,,84.1,130.09,128.3,74.4,512245812,29/05/2019
67,1638,מנורה מבטחים משלימה - יעד לפרישה 2035,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201809,31/12/2015,3.75,0.64,0.04,3.15,327.65,0.57,1.56,-0.02,3.35,0.12,,,,,,,,84.1,129.31,128.59,75.59,512245812,29/05/2019
68,1638,מנורה מבטחים משלימה - יעד לפרישה 2035,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201810,31/12/2015,7.84,0.76,-0.11,6.97,325.4,0.57,1.56,-2.07,1.21,,,,,,,,,83.6,127.55,131.27,75.46,512245812,29/05/2019
69,1638,מנורה מבטחים משלימה - יעד לפרישה 2035,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201811,31/12/2015,5.18,0.73,-0.58,3.87,330.66,0.57,1.56,0.6,1.82,,,,,,,,,83.4,133.39,135.53,78.03,512245812,29/05/2019
70,1638,מנורה מבטחים משלימה - יעד לפרישה 2035,665,מנורה מבטחים משלימה,קרנות כלליות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201812,31/12/2015,5.71,0.75,-0.35,4.61,324.72,0.57,1.56,-3.2,-1.44,-0.02,,,,,,,,83.1,129.01,132.13,76.67,512245812,29/05/2019
