   ,FUND_ID,FUND_NAME,PARENT_COMPANY_ID,PARENT_COMPANY_NAME,FUND_CLASSIFICATION,CONTROLLING_CORPORATION,MANAGING_CORPORATION,REPORT_PERIOD,INCEPTION_DATE,DEPOSITS,WITHDRAWLS,INTERNAL_TRANSFERS,NET_MONTHLY_DEPOSITS,TOTAL_ASSETS,AVG_ANNUAL_MANAGEMENT_FEE,AVG_DEPOSIT_FEE,MONTHLY_YIELD,YEAR_TO_DATE_YIELD,ACTUARIAL_ADJUSTMENT,YIELD_TRAILING_3_YRS,YIELD_TRAILING_5_YRS,AVG_ANNUAL_YIELD_TRAILING_3YRS,AVG_ANNUAL_YIELD_TRAILING_5YRS,STANDARD_DEVIATION,ALPHA,SHARPE_RATIO,LIQUID_ASSETS_PERCENT,STOCK_MARKET_EXPOSURE,FOREIGN_EXPOSURE,FOREIGN_CURRENCY_EXPOSURE,MANAGING_CORPORATION_LEGAL_ID,CURRENT_DATE
38,2009,מנורה מבטחים פנסיה - כללי ,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201510,13/11/2011,,,,,63117.83,0.25,3.04,2.29,4.21,,25.11,37.58,7.75,6.59,4.33,3.12,1.21,,,,,512245812,06/08/2018
39,2009,מנורה מבטחים פנסיה - כללי ,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201511,13/11/2011,,,,,63614.2,0.25,3.04,0.13,4.34,,24.11,37.94,7.47,6.64,4.33,3.12,1.22,,,,,512245812,06/08/2018
40,2009,מנורה מבטחים פנסיה - כללי ,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201512,13/11/2011,,,,,63636.06,0.25,3.04,-0.66,3.65,-0.1,22.78,34.8,7.08,6.15,4.33,3.12,1.11,,,,,512245812,06/08/2018
41,2010,מבטחים החדשה - מסלול יעד לפרישה 2015,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201501,13/11/2011,,,,,205.4,0.25,3.04,0.46,0.46,,14.56,,4.64,,,,,,,,,512245812,06/08/2018
42,2010,מבטחים החדשה - מסלול יעד לפרישה 2015,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201502,13/11/2011,,,,,211.27,0.25,3.04,0.24,0.7,,14.19,,4.52,,,,,,,,,512245812,06/08/2018
43,2010,מבטחים החדשה - מסלול יעד לפרישה 2015,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201503,13/11/2011,,,,,214.15,0.25,3.04,-0.21,0.49,-0.14,13.68,,4.37,,,,,,,,,512245812,06/08/2018
44,2010,מבטחים החדשה - מסלול יעד לפרישה 2015,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201504,13/11/2011,,,,,214.26,0.25,3.04,0.43,0.92,,13.25,,4.23,,,,,,,,,512245812,06/08/2018
45,2010,מבטחים החדשה - מסלול יעד לפרישה 2015,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201505,13/11/2011,,,,,217.66,0.25,3.04,0.3,1.22,,12.86,,4.12,,,,,,,,,512245812,06/08/2018
46,2010,מבטחים החדשה - מסלול יעד לפרישה 2015,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201506,13/11/2011,,,,,219.64,0.25,3.04,-0.09,1.13,-0.12,12.63,,4.04,,,,,,,,,512245812,06/08/2018
47,2010,מבטחים החדשה - מסלול יעד לפרישה 2015,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201507,13/11/2011,,,,,224.82,0.25,3.04,0.26,1.4,,11.69,,3.75,,,,,,,,,512245812,06/08/2018
48,2010,מבטחים החדשה - מסלול יעד לפרישה 2015,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201508,13/11/2011,,,,,231.2,0.25,3.04,0.07,1.47,,11.54,,3.71,,,,,,,,,512245812,06/08/2018
49,2010,מבטחים החדשה - מסלול יעד לפרישה 2015,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201509,13/11/2011,,,,,234.04,0.25,3.04,-0.15,1.32,-0.15,10.43,,3.36,,,,,,,,,512245812,06/08/2018
50,2010,מבטחים החדשה - מסלול יעד לפרישה 2015,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201510,13/11/2011,,,,,235.68,0.25,3.04,0.05,1.37,,9.92,,3.2,,,,,,,,,512245812,06/08/2018
51,2010,מבטחים החדשה - מסלול יעד לפרישה 2015,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201511,13/11/2011,,,,,233.69,0.25,3.04,0.15,1.52,,9.87,,3.19,,,,,,,,,512245812,06/08/2018
52,2010,מבטחים החדשה - מסלול יעד לפרישה 2015,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201512,13/11/2011,,,,,232.42,0.25,3.04,-0.16,1.36,-0.1,9.52,,3.08,,,,,,,,,512245812,06/08/2018
53,2011,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2020,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201501,13/11/2011,,,,,340.04,0.25,3.04,0.77,0.77,,23.6,,7.32,,,,,,,,,512245812,06/08/2018
54,2011,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2020,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201502,13/11/2011,,,,,357.4,0.25,3.04,1.53,2.31,,24.74,,7.65,,,,,,,,,512245812,06/08/2018
55,2011,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2020,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201503,13/11/2011,,,,,369.21,0.25,3.04,-0.02,2.29,-0.14,24.01,,7.44,,,,,,,,,512245812,06/08/2018
56,2011,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2020,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201504,13/11/2011,,,,,374.8,0.25,3.04,0.41,2.71,,23.16,,7.19,,,,,,,,,512245812,06/08/2018
57,2011,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2020,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201505,13/11/2011,,,,,387.06,0.25,3.04,0.36,3.08,,24.45,,7.56,,,,,,,,,512245812,06/08/2018
58,2011,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2020,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201506,13/11/2011,,,,,391.1,0.25,3.04,-1.54,1.49,-0.12,22.12,,6.89,,,,,,,,,512245812,06/08/2018
59,2011,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2020,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201507,13/11/2011,,,,,404.45,0.25,3.04,0.89,2.4,,20.83,,6.51,,,,,,,,,512245812,06/08/2018
60,2011,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2020,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201508,13/11/2011,,,,,411.1,0.25,3.04,-0.27,2.12,,20.16,,6.31,,,,,,,,,512245812,06/08/2018
61,2011,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2020,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201509,13/11/2011,,,,,416.79,0.25,3.04,-0.73,1.37,-0.15,17.57,,5.54,,,,,,,,,512245812,06/08/2018
62,2011,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2020,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201510,13/11/2011,,,,,435.2,0.25,3.04,0.92,2.31,,17.55,,5.54,,,,,,,,,512245812,06/08/2018
63,2011,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2020,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201511,13/11/2011,,,,,446.17,0.25,3.04,-0.03,2.28,,16.97,,5.36,,,,,,,,,512245812,06/08/2018
64,2011,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2020,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201512,13/11/2011,,,,,455.97,0.25,3.04,-0.44,1.83,-0.1,16.19,,5.13,,,,,,,,,512245812,06/08/2018
65,2012,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2025,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201501,13/11/2011,,,,,324.14,0.25,3.04,0.73,0.73,,24.73,,7.64,,,,,,,,,512245812,06/08/2018
66,2012,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2025,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201502,13/11/2011,,,,,342.51,0.25,3.04,2.3,3.05,,26.6,,8.18,,,,,,,,,512245812,06/08/2018
67,2012,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2025,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201503,13/11/2011,,,,,357.57,0.25,3.04,0.26,3.31,-0.14,26.07,,8.03,,,,,,,,,512245812,06/08/2018
68,2012,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2025,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201504,13/11/2011,,,,,365.51,0.25,3.04,0.41,3.74,,25.08,,7.74,,,,,,,,,512245812,06/08/2018
69,2012,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2025,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201505,13/11/2011,,,,,378.86,0.25,3.04,0.59,4.35,,27.26,,8.37,,,,,,,,,512245812,06/08/2018
70,2012,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2025,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201506,13/11/2011,,,,,386.9,0.25,3.04,-1.79,2.48,-0.12,24.46,,7.57,,,,,,,,,512245812,06/08/2018
71,2012,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2025,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201507,13/11/2011,,,,,407.64,0.25,3.04,1.38,3.9,,23.74,,7.36,,,,,,,,,512245812,06/08/2018
72,2012,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2025,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201508,13/11/2011,,,,,418.54,0.25,3.04,-0.95,2.91,,22.14,,6.89,,,,,,,,,512245812,06/08/2018
73,2012,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2025,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201509,13/11/2011,,,,,421.35,0.25,3.04,-1.28,1.59,-0.15,18.62,,5.86,,,,,,,,,512245812,06/08/2018
74,2012,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2025,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201510,13/11/2011,,,,,446.98,0.25,3.04,1.77,3.39,,18.2,,5.73,,,,,,,,,512245812,06/08/2018
75,2012,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2025,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201511,13/11/2011,,,,,456.39,0.25,3.04,0.02,3.41,,18.85,,5.93,,,,,,,,,512245812,06/08/2018
76,2012,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2025,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201512,13/11/2011,,,,,463.55,0.25,3.04,-0.65,2.74,-0.1,17.95,,5.66,,,,,,,,,512245812,06/08/2018
77,2013,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2030,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201501,13/11/2011,,,,,347.85,0.25,3.04,0.63,0.63,,26.47,,8.14,,,,,,,,,512245812,06/08/2018
78,2013,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2030,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201502,13/11/2011,,,,,371.17,0.25,3.04,2.5,3.15,,28.5,,8.72,,,,,,,,,512245812,06/08/2018
79,2013,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2030,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201503,13/11/2011,,,,,394.97,0.25,3.04,0.33,3.49,-0.14,27.93,,8.56,,,,,,,,,512245812,06/08/2018
80,2013,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2030,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201504,13/11/2011,,,,,401.43,0.25,3.04,0.38,3.88,,26.85,,8.25,,,,,,,,,512245812,06/08/2018
81,2013,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2030,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201505,13/11/2011,,,,,417.25,0.25,3.04,0.69,4.6,,29.73,,9.06,,,,,,,,,512245812,06/08/2018
82,2013,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2030,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201506,13/11/2011,,,,,425.05,0.25,3.04,-1.84,2.67,-0.12,26.62,,8.19,,,,,,,,,512245812,06/08/2018
